시군구,번지,단지명,전용면적(㎡),계약년월,구,동
대구광역시 북구 침산동,1761,침산화성파크드림,84.9638,202412,북구,침산동
대구광역시 북구 침산동,372-3,대한동아무지개,84.74,202412,북구,침산동
대구광역시 동구 지묘동,215,팔공보성1차,59.85,202412,동구,지묘동
대구광역시 동구 지묘동,215,팔공보성1차,59.85,202412,동구,지묘동
대구광역시 중구 남산동,2434,송림맨션,59.99,202412,중구,남산동
대구광역시 북구 복현동,235-1,복현83시영,42.59,202412,북구,복현동
대구광역시 북구 국우동,1080,그린빌6단지,51.95,202412,북구,국우동
대구광역시 동구 신암동,480,신암청아람,84.542,202412,동구,신암동
대구광역시 동구 신암동,1852,동대구해모로스퀘어웨스트,76.7437,202412,동구,신암동
대구광역시 동구 신서동,823-7,신서그린빌,59.8231,202412,동구,신서동
대구광역시 동구 신서동,518-1,각산역더뉴클래스2차,21.2099,202412,동구,신서동
대구광역시 동구 신서동,755,신서동롯데캐슬레전드,84.951,202412,동구,신서동
대구광역시 북구 구암동,695,칠곡한라타운2,59.94,202412,북구,구암동
대구광역시 북구 구암동,695-1,칠곡동서영남,59.84,202412,북구,구암동
대구광역시 중구 동산동,916,청라언덕역서한포레스트,84.8493,202412,중구,동산동
대구광역시 북구 읍내동,1366-3,코스모스한양,59.82,202412,북구,읍내동
대구광역시 서구 평리동,1676,평리롯데캐슬,139.4864,202412,서구,평리동
대구광역시 동구 봉무동,1524,대구이시아폴리스더샵1차,122.735,202412,동구,봉무동
대구광역시 동구 신천동,1518,동대구역센트럴시티자이,84.7615,202412,동구,신천동
대구광역시 달서구 진천동,241-8,월배제니스,82.4286,202412,달서구,진천동
대구광역시 수성구 파동,53,수성못코오롱하늘채,59.9161,202412,수성구,파동
대구광역시 수성구 시지동,591,수성알파시티동화아이위시,84.9478,202412,수성구,시지동
대구광역시 달서구 용산동,416-5,성서청구타운,84.965,202412,달서구,용산동
대구광역시 북구 관음동,1370,칠곡한양2,84.945,202412,북구,관음동
대구광역시 달서구 이곡동,1191,성서보성화성타운,59.95,202412,달서구,이곡동
대구광역시 달서구 신당동,682-30,한화꿈에그린,114.4,202412,달서구,신당동
대구광역시 달서구 상인동,1592,시영장미4,49.8,202412,달서구,상인동
대구광역시 달서구 상인동,1592,시영장미4,49.8,202412,달서구,상인동
대구광역시 달서구 진천동,1월 15일,월배역포스코더샵,84.9624,202412,달서구,진천동
대구광역시 북구 연경동,987,연경동화아이위시,115.2692,202412,북구,연경동
대구광역시 달서구 감삼동,707,빌리브스카이주상복합,84.8866,202412,달서구,감삼동
대구광역시 북구 동천동,915,칠곡3화성타운,59.91,202412,북구,동천동
대구광역시 북구 연경동,987,연경동화아이위시,115.2692,202412,북구,연경동
대구광역시 수성구 파동,1000,수성아이파크,76.91,202412,수성구,파동
대구광역시 달성군 구지면 창리,1434,대구국가산단디에트르더센트럴,84.9164,202412,달성군,구지면
대구광역시 달서구 유천동,612,대구월배2차아이파크,84.2245,202412,달서구,유천동
대구광역시 달서구 유천동,612,대구월배2차아이파크,59.7326,202412,달서구,유천동
대구광역시 달성군 다사읍 매곡리,1568,죽곡삼정그린코아더베스트,66.0524,202412,달성군,다사읍
대구광역시 달성군 다사읍 죽곡리,822,죽곡푸르지오2단지,84.6141,202412,달성군,다사읍
대구광역시 달성군 다사읍 매곡리,1537,대실역청아람1단지,84.9851,202412,달성군,다사읍
대구광역시 달성군 옥포읍 본리리,2590,미진이지비아,84.9642,202412,달성군,옥포읍
대구광역시 달성군 구지면 창리,1434,대구국가산단디에트르더센트럴,84.9164,202412,달성군,구지면
대구광역시 달서구 유천동,612,대구월배2차아이파크,84.2245,202412,달서구,유천동
대구광역시 달성군 유가읍 봉리,603,진아리채,70.8694,202412,달성군,유가읍
대구광역시 달성군 다사읍 서재리,1125,에코폴리스동화아이위시2차,51.5729,202412,달성군,다사읍
대구광역시 달성군 화원읍 본리리,113-1,대구본리그린빌,84.62,202412,달성군,화원읍
대구광역시 달성군 다사읍 매곡리,1568,죽곡삼정그린코아더베스트,66.0524,202412,달성군,다사읍
대구광역시 달성군 유가읍 봉리,621,우미린더포레스트,75.579,202412,달성군,유가읍
대구광역시 달성군 옥포읍 교항리,2892,옥포이진캐스빌8단지,84.9962,202412,달성군,옥포읍
대구광역시 달성군 다사읍 서재리,146-7,서재우방타운,59.91,202412,달성군,다사읍
대구광역시 달성군 다사읍 서재리,1118,에코폴리스 동화아이위시,59.9943,202412,달성군,다사읍
대구광역시 달성군 다사읍 세천리,1566-3,세천삼정그린코아더베스트아파트1단지,75.5392,202412,달성군,다사읍
대구광역시 달성군 다사읍 세천리,1566-1,다사세천한라비발디,62.683,202412,달성군,다사읍
대구광역시 달성군 다사읍 죽곡리,152,강창태성그린시티,44.06,202412,달성군,다사읍
대구광역시 동구 대림동,885,대구혁신도시서한이다음3차,78.8497,202412,동구,대림동
대구광역시 북구 검단동,1128-3,민들레,59.94,202412,북구,검단동
대구광역시 북구 검단동,887-8,유성청구,47.85,202412,북구,검단동
대구광역시 북구 동변동,682,유니버시아드선수촌2단지,73.2815,202412,북구,동변동
대구광역시 동구 용계동,467-1,강변동서마을,59.91,202412,동구,용계동
대구광역시 서구 원대동3가,1649,서대구센트럴자이,74.7862,202412,서구,원대동3가
대구광역시 중구 수창동,173,대구역센트럴자이,84.6421,202412,중구,수창동
대구광역시 동구 신천동,551-23,신천가람타운,59.91,202412,동구,신천동
대구광역시 북구 칠성동2가,715,대구역 서희스타힐스,84.84,202412,북구,칠성동2가
대구광역시 북구 칠성동2가,723,칠성동코오롱하늘채,84.9778,202412,북구,칠성동2가
대구광역시 북구 칠성동2가,723,칠성동코오롱하늘채,84.9778,202412,북구,칠성동2가
대구광역시 동구 신암동,1887,동대구해모로스퀘어이스트,84.9402,202412,동구,신암동
대구광역시 동구 신암동,1840,동대구이안센트럴D,84.9886,202412,동구,신암동
대구광역시 중구 남산동,3012,남산역화성파크드림,74.2275,202412,중구,남산동
대구광역시 중구 남산동,3012,남산역화성파크드림,74.2275,202412,중구,남산동
대구광역시 중구 남산동,3020,남산롯데캐슬센트럴스카이,84.9532,202412,중구,남산동
대구광역시 중구 남산동,3030,남산자이하늘채,84.8948,202412,중구,남산동
대구광역시 중구 남산동,3030,남산자이하늘채,84.8948,202412,중구,남산동
대구광역시 중구 남산동,3030,남산자이하늘채,84.8948,202412,중구,남산동
대구광역시 동구 지묘동,824,팔공보성타운3,59.985,202412,동구,지묘동
대구광역시 동구 지묘동,327,팔공보성타운2,84.99,202412,동구,지묘동
대구광역시 동구 율하동,1408,대구율하2세계육상선수촌2단지,84.69,202412,동구,율하동
대구광역시 서구 중리동,1월 26일,중리롯데캐슬,115.687,202412,서구,중리동
대구광역시 중구 대신동,2110,e편한세상대신,59.977,202412,중구,대신동
대구광역시 서구 중리동,1월 26일,중리롯데캐슬,115.687,202412,서구,중리동
대구광역시 북구 태전동,936-1,한신중앙,59.85,202412,북구,태전동
대구광역시 수성구 사월동,645,시지한신휴플러스,134.2789,202412,수성구,사월동
대구광역시 수성구 범어동,371,궁전맨션,84.96,202412,수성구,범어동
대구광역시 달서구 장기동,809,영남네오빌,84.9732,202412,달서구,장기동
대구광역시 수성구 범어동,371,궁전맨션,84.96,202412,수성구,범어동
대구광역시 달서구 상인동,1473,동방낙원,46.35,202412,달서구,상인동
대구광역시 수성구 신매동,570,시지삼주한라협화,59.88,202412,수성구,신매동
대구광역시 수성구 신매동,162,시지반도유보라,84.9806,202412,수성구,신매동
대구광역시 달서구 용산동,230-10,용산롯데캐슬,84.73,202412,달서구,용산동
대구광역시 달서구 이곡동,1192,성서우방타운,85.0,202412,달서구,이곡동
대구광역시 수성구 욱수동,185-1,태왕4하이츠,84.7132,202412,수성구,욱수동
대구광역시 달서구 용산동,419-1,한마음,59.95,202412,달서구,용산동
대구광역시 북구 동천동,880-1,칠곡2영남타운,39.96,202412,북구,동천동
대구광역시 달서구 이곡동,1191,성서보성화성타운,59.95,202412,달서구,이곡동
대구광역시 북구 팔달동,52,두산청구,60.0,202412,북구,팔달동
대구광역시 북구 동천동,872,보성서한타운,59.9,202412,북구,동천동
대구광역시 달서구 도원동,1428,나래마을,84.71,202412,달서구,도원동
대구광역시 달서구 용산동,412-1,세븐하이츠,59.8,202412,달서구,용산동
대구광역시 북구 동천동,889,칠곡우방하이츠,59.96,202412,북구,동천동
대구광역시 수성구 황금동,365,캐슬골드파크3단지,129.53,202412,수성구,황금동
대구광역시 수성구 범물동,697-1,보성송정타운,84.99,202412,수성구,범물동
대구광역시 북구 동천동,914,부영그린타운(2단지),81.1718,202412,북구,동천동
대구광역시 달서구 진천동,72,월배역라온프라이빗,83.2298,202412,달서구,진천동
대구광역시 달서구 상인동,1600,상인역모아엘가파크뷰,59.99,202412,달서구,상인동
대구광역시 달서구 상인동,150-11,상인역신일해피트리,125.26,202412,달서구,상인동
대구광역시 수성구 신매동,46,사월화성파크드림(2단지),84.9999,202412,수성구,신매동
대구광역시 달성군 현풍읍 중리,486,대구테크노폴리스서한이다음,66.8536,202412,달성군,현풍읍
대구광역시 달성군 다사읍 죽곡리,814,대실역태왕아너스,59.887,202412,달성군,다사읍
대구광역시 달성군 다사읍 죽곡리,373,대실역이편한세상,117.5424,202412,달성군,다사읍
대구광역시 달성군 구지면 응암리,1252,대구국가산단ZOOM파크,60.9157,202412,달성군,구지면
대구광역시 달서구 대천동,1042,월배삼정그린코아포레스트,84.5453,202412,달서구,대천동
대구광역시 달서구 유천동,597,진천역AK그랑폴리스,71.9288,202412,달서구,유천동
대구광역시 달성군 다사읍 세천리,1588,북죽곡엠코타운더솔레뉴,69.1801,202412,달성군,다사읍
대구광역시 달성군 옥포읍 본리리,2590,미진이지비아,59.9907,202412,달성군,옥포읍
대구광역시 북구 학정동,980,칠곡1차한라하우젠트,84.9692,202412,북구,학정동
대구광역시 동구 신서동,538-2,대경넥스빌,84.99,202412,동구,신서동
대구광역시 동구 신서동,538-1,동화해오름타운,59.9283,202412,동구,신서동
대구광역시 북구 노원동3가,1227,대구노원한신더휴,84.98,202412,북구,노원동3가
대구광역시 북구 침산동,105-1,코오롱하늘채2단지,106.382,202412,북구,침산동
대구광역시 북구 침산동,1761,침산화성파크드림,74.968,202412,북구,침산동
대구광역시 동구 효목동,337,태왕메트로시티,84.92,202412,동구,효목동
대구광역시 북구 복현동,368-1,광명,43.61,202412,북구,복현동
대구광역시 동구 효목동,337,태왕메트로시티,59.85,202412,동구,효목동
대구광역시 북구 복현동,368-1,광명,43.61,202412,북구,복현동
대구광역시 북구 복현동,703,복현자이,74.8024,202412,북구,복현동
대구광역시 북구 복현동,703,복현자이,74.8024,202412,북구,복현동
대구광역시 남구 대명동,629-1,정우맨션,140.728,202412,남구,대명동
대구광역시 북구 동변동,682,유니버시아드선수촌2단지,83.4706,202412,북구,동변동
대구광역시 북구 칠성동2가,733,오페라삼정그린코아더베스트,84.9746,202412,북구,칠성동2가
대구광역시 동구 신암동,1860,동대구역화성파크드림,59.9936,202412,동구,신암동
대구광역시 동구 신서동,513-1,신서동신일해피트리,84.48,202412,동구,신서동
대구광역시 북구 침산동,1761,침산화성파크드림,84.9638,202412,북구,침산동
대구광역시 북구 침산동,1750,침산동2차쌍용예가,84.9428,202412,북구,침산동
대구광역시 북구 침산동,105-1,코오롱하늘채2단지,84.799,202412,북구,침산동
대구광역시 중구 남산동,3043,반월당역서한포레스트,78.2488,202412,중구,남산동
대구광역시 동구 각산동,1030,대구혁신도시서한이다음2차,69.4546,202412,동구,각산동
대구광역시 동구 각산동,905,각산태영데시앙,133.236,202412,동구,각산동
대구광역시 북구 서변동,1724,서변청아람,59.9476,202412,북구,서변동
대구광역시 남구 봉덕동,1650,앞산봉덕영무예다음,84.839,202412,남구,봉덕동
대구광역시 중구 삼덕동3가,383,삼덕청아람,84.5739,202412,중구,삼덕동3가
대구광역시 중구 대봉동,777,대봉서한포레스트,84.9097,202412,중구,대봉동
대구광역시 중구 대봉동,777,대봉서한포레스트,84.8333,202412,중구,대봉동
대구광역시 중구 대봉동,777,대봉서한포레스트,84.9097,202412,중구,대봉동
대구광역시 동구 괴전동,654,안심역코오롱하늘채,73.0687,202412,동구,괴전동
대구광역시 북구 구암동,695-2,칠곡건영,59.715,202412,북구,구암동
대구광역시 북구 노원동3가,1227,대구노원한신더휴,59.75,202412,북구,노원동3가
대구광역시 북구 국우동,1142,힐스테이트데시앙도남1단지,72.8558,202412,북구,국우동
대구광역시 중구 달성동,352,달성파크푸르지오힐스테이트,39.7662,202412,중구,달성동
대구광역시 북구 칠성동2가,127,성광우방타운,59.9,202412,북구,칠성동2가
대구광역시 남구 대명동,3072,대명역센트럴엘리프,84.6292,202412,남구,대명동
대구광역시 동구 신천동,621,신천역센트럴리버파크,84.87,202412,동구,신천동
대구광역시 동구 방촌동,1150,방촌역태왕아너스,84.9857,202412,동구,방촌동
대구광역시 동구 지묘동,327,팔공보성타운2,59.85,202412,동구,지묘동
대구광역시 동구 지묘동,824,팔공보성타운3,59.985,202412,동구,지묘동
대구광역시 동구 지묘동,824,팔공보성타운3,85.0,202412,동구,지묘동
대구광역시 동구 봉무동,1537,협성휴포레이시아폴리스,84.9324,202412,동구,봉무동
대구광역시 수성구 수성동1가,818,수성롯데캐슬THEFIRST,84.9746,202412,수성구,수성동1가
대구광역시 수성구 범어동,2272,범어에일린의뜰,84.941,202412,수성구,범어동
대구광역시 수성구 만촌동,1046-10,수성2차e-편한세상,84.9874,202412,수성구,만촌동
대구광역시 달서구 용산동,911,용산파크타운,59.92,202412,달서구,용산동
대구광역시 달서구 상인동,1596,상인화성파크드림1단지,84.99,202412,달서구,상인동
대구광역시 북구 태전동,1186,협성휴포레강북,72.9702,202412,북구,태전동
대구광역시 북구 동천동,914,부영그린타운(2단지),81.1718,202412,북구,동천동
대구광역시 북구 태전동,256-1,두성타운,70.62,202412,북구,태전동
대구광역시 달서구 용산동,416-1,성서2영남우방타운,120.75,202412,달서구,용산동
대구광역시 달서구 이곡동,1304-1,성서2동서화성,84.98,202412,달서구,이곡동
대구광역시 달서구 이곡동,1306-1,한샘,59.95,202412,달서구,이곡동
대구광역시 달서구 이곡동,1306-1,한샘,59.95,202412,달서구,이곡동
대구광역시 수성구 만촌동,1483,만촌삼정그린코아에듀파크,84.974,202412,수성구,만촌동
대구광역시 수성구 만촌동,1479,만촌3차화성파크드림,84.98,202412,수성구,만촌동
대구광역시 수성구 만촌동,1046-10,수성2차e-편한세상,84.9874,202412,수성구,만촌동
대구광역시 수성구 사월동,650,시지3차서한이다음,84.95,202412,수성구,사월동
대구광역시 달서구 용산동,410-2,성서보람타운,59.67,202412,달서구,용산동
대구광역시 달성군 화원읍 성산리,501,화원태왕타운,84.84,202412,달성군,화원읍
대구광역시 달성군 다사읍 죽곡리,373,대실역이편한세상,117.5424,202412,달성군,다사읍
대구광역시 달성군 화원읍 성산리,501,화원태왕타운,134.73,202412,달성군,화원읍
대구광역시 달서구 본동,247,그린맨션2차,102.42,202412,달서구,본동
대구광역시 달성군 화원읍 천내리,922,화원파크뷰우방아이유쉘,69.6413,202412,달성군,화원읍
대구광역시 달성군 화원읍 성산리,501,화원태왕타운,84.84,202412,달성군,화원읍
대구광역시 달성군 다사읍 서재리,100,신성서화성파크드림,84.8884,202412,달성군,다사읍
대구광역시 달성군 화원읍 구라리,1650,대곡역래미안,84.463,202412,달성군,화원읍
대구광역시 달서구 월성동,1894,월성삼정그린코아에듀파크,84.6758,202412,달서구,월성동
대구광역시 달성군 다사읍 죽곡리,822,죽곡푸르지오2단지,118.4613,202412,달성군,다사읍
대구광역시 달서구 월성동,1894,월성삼정그린코아에듀파크,84.6758,202412,달서구,월성동
대구광역시 달성군 유가읍 봉리,622,힐데스하임아파트,84.9809,202412,달성군,유가읍
대구광역시 달서구 대천동,1042,월배삼정그린코아포레스트,84.5453,202412,달서구,대천동
대구광역시 달서구 유천동,605,현대아이파크,84.9701,202412,달서구,유천동
대구광역시 달성군 유가읍 봉리,627,반도유보라,84.9592,202412,달성군,유가읍
대구광역시 달성군 다사읍 매곡리,1582,다사역금호어울림센트럴,84.935,202412,달성군,다사읍
대구광역시 달성군 화원읍 명곡리,112,명곡미래빌1,84.34,202412,달성군,화원읍
대구광역시 달성군 옥포읍 교항리,2984,옥포지구서한이다음,59.99,202412,달성군,옥포읍
대구광역시 달서구 유천동,597,진천역AK그랑폴리스,84.9195,202412,달서구,유천동
대구광역시 달서구 유천동,612,대구월배2차아이파크,59.7565,202412,달서구,유천동
대구광역시 달서구 유천동,612,대구월배2차아이파크,84.5402,202412,달서구,유천동
대구광역시 달성군 화원읍 명곡리,130,명곡미래빌3,59.39,202412,달성군,화원읍
대구광역시 달서구 월성동,364,월성보성1,58.93,202412,달서구,월성동
대구광역시 달서구 월성동,500-7,월성화성타운,134.91,202412,달서구,월성동
대구광역시 달서구 월성동,500-7,월성화성타운,134.91,202412,달서구,월성동
대구광역시 달서구 월성동,500-7,월성화성타운,134.91,202412,달서구,월성동
대구광역시 달성군 유가읍 봉리,659,호반베르디움2차,98.8946,202412,달성군,유가읍
대구광역시 달서구 본동,616,월성주공5,38.64,202412,달서구,본동
대구광역시 달서구 본동,616,월성주공5,38.64,202412,달서구,본동
대구광역시 중구 대신동,2106,대신센트럴자이,84.8382,202412,중구,대신동
대구광역시 동구 신암동,1870,해링턴플레이스동대구,84.9712,202412,동구,신암동
대구광역시 중구 대봉동,Oct.60,센트로팰리스,80.736,202412,중구,대봉동
대구광역시 북구 복현동,235-1,복현83시영,42.59,202412,북구,복현동
대구광역시 중구 남산동,2434,송림맨션,84.965,202412,중구,남산동
대구광역시 남구 이천동,121-70,대구이천주공1,59.57,202412,남구,이천동
대구광역시 북구 고성동3가,149,오페라센텀파크서한이다음,84.7618,202412,북구,고성동3가
대구광역시 북구 읍내동,1234-7,칠곡한서타운,59.85,202412,북구,읍내동
대구광역시 북구 고성동3가,149,오페라센텀파크서한이다음,84.7618,202412,북구,고성동3가
대구광역시 북구 국우동,1079,부영1차,60.2153,202412,북구,국우동
대구광역시 북구 국우동,1110,그린빌1차,59.39,202412,북구,국우동
대구광역시 북구 칠성동2가,127,성광우방타운,84.93,202412,북구,칠성동2가
대구광역시 북구 구암동,655-4,칠곡미래타운,84.99,202412,북구,구암동
대구광역시 북구 칠성동2가,723,칠성동코오롱하늘채,84.9778,202412,북구,칠성동2가
대구광역시 동구 효목동,337,태왕메트로시티,59.85,202412,동구,효목동
대구광역시 동구 신서동,538-2,대경넥스빌,84.99,202412,동구,신서동
대구광역시 북구 읍내동,1449,학정역효성해링턴플레이스,84.7997,202412,북구,읍내동
대구광역시 북구 읍내동,1449,학정역효성해링턴플레이스,84.7997,202412,북구,읍내동
대구광역시 동구 신서동,809-1,녹원,53.1,202412,동구,신서동
대구광역시 서구 중리동,720-1,일신(720-1),55.12,202412,서구,중리동
대구광역시 북구 고성동3가,149,오페라센텀파크서한이다음,84.7618,202412,북구,고성동3가
대구광역시 북구 칠성동2가,723,칠성동코오롱하늘채,84.9778,202412,북구,칠성동2가
대구광역시 중구 삼덕동3가,383,삼덕청아람,59.989,202412,중구,삼덕동3가
대구광역시 서구 원대동3가,1649,서대구센트럴자이,84.9537,202412,서구,원대동3가
대구광역시 수성구 사월동,642,시지동화아이위시,84.8882,202412,수성구,사월동
대구광역시 달서구 본리동,1222,더샵달서센트럴,84.97,202412,달서구,본리동
대구광역시 달서구 본리동,1222,더샵달서센트럴,59.87,202412,달서구,본리동
대구광역시 달서구 이곡동,1330,성서푸른마을,115.46,202412,달서구,이곡동
대구광역시 달서구 본리동,193-3,본리롯데캐슬,74.2448,202412,달서구,본리동
대구광역시 수성구 만촌동,1480,만촌신동아파밀리에,84.9438,202412,수성구,만촌동
대구광역시 달서구 상인동,1514,상인현대동방타운,134.96,202412,달서구,상인동
대구광역시 달서구 두류동,486-2,삼정그린빌,84.8281,202412,달서구,두류동
대구광역시 수성구 수성동1가,96-14,오성우방,84.995,202412,수성구,수성동1가
대구광역시 북구 태전동,1186,협성휴포레강북,72.9293,202412,북구,태전동
대구광역시 수성구 황금동,365,캐슬골드파크4단지,84.97,202412,수성구,황금동
대구광역시 수성구 수성동4가,1085-28,수성롯데캐슬,140.7631,202412,수성구,수성동4가
대구광역시 수성구 시지동,509,노변동서우방,115.41,202412,수성구,시지동
대구광역시 수성구 시지동,509,노변동서우방,115.41,202412,수성구,시지동
대구광역시 수성구 두산동,113,수성SK리더스뷰,154.7158,202412,수성구,두산동
대구광역시 달서구 감삼동,704,죽전역동화아이위시,84.4714,202412,달서구,감삼동
대구광역시 북구 태전동,1212,매천역더뉴클래스,49.4627,202412,북구,태전동
대구광역시 수성구 범물동,1397,수성하늘채르레브,77.6522,202412,수성구,범물동
대구광역시 달서구 이곡동,1308-1,성서2서한타운,84.95,202412,달서구,이곡동
대구광역시 수성구 시지동,591,수성알파시티동화아이위시,84.914,202412,수성구,시지동
대구광역시 달서구 이곡동,1308-1,성서2서한타운,134.68,202412,달서구,이곡동
대구광역시 달서구 진천동,1월 15일,월배역포스코더샵,104.0811,202412,달서구,진천동
대구광역시 북구 태전동,1186,협성휴포레강북,84.9982,202412,북구,태전동
대구광역시 달서구 진천동,561-5,진천이안,84.9913,202412,달서구,진천동
대구광역시 달서구 감삼동,702,삼정브리티시용산,84.3812,202412,달서구,감삼동
대구광역시 수성구 범어동,2240,e편한세상범어,84.791,202412,수성구,범어동
대구광역시 북구 매천동,750,한신더휴웨스턴팰리스,101.8518,202412,북구,매천동
대구광역시 달서구 두류동,486-2,삼정그린빌,75.8795,202412,달서구,두류동
대구광역시 수성구 신매동,569,시지대백신화창신맨션,84.88,202412,수성구,신매동
대구광역시 북구 태전동,608-5,삼성,59.76,202412,북구,태전동
대구광역시 수성구 범어동,2272,범어에일린의뜰,70.2513,202412,수성구,범어동
대구광역시 달서구 본동,616,월성주공5,38.64,202412,달서구,본동
대구광역시 달서구 유천동,612,대구월배2차아이파크,101.3601,202412,달서구,유천동
대구광역시 달서구 유천동,612,대구월배2차아이파크,84.2245,202412,달서구,유천동
대구광역시 달서구 유천동,597,진천역AK그랑폴리스,84.9663,202412,달서구,유천동
대구광역시 달성군 유가읍 봉리,659,호반베르디움2차,111.0137,202412,달성군,유가읍
대구광역시 달성군 논공읍 북리,803-4,논공성원아파트,59.34,202412,달성군,논공읍
대구광역시 달서구 월성동,1551,월성동코오롱하늘채2단지,126.1993,202412,달서구,월성동
대구광역시 달서구 본동,616,월성주공5,38.64,202412,달서구,본동
대구광역시 달성군 유가읍 봉리,659,호반베르디움2차,98.8946,202412,달성군,유가읍
대구광역시 달성군 유가읍 봉리,605,호반베르디움,73.9728,202412,달성군,유가읍
대구광역시 달성군 유가읍 봉리,659,호반베르디움2차,111.0137,202412,달성군,유가읍
대구광역시 달서구 대곡동,2월 1일,대곡우방타운,59.73,202412,달서구,대곡동
대구광역시 중구 남산동,2991,청라센트럴파크,76.99,202412,중구,남산동
대구광역시 서구 평리동,1408,평리청구타운,84.965,202412,서구,평리동
대구광역시 중구 대봉동,758,대봉태왕아너스,77.98,202412,중구,대봉동
대구광역시 동구 괴전동,125,안심역서원프레시빌,49.5733,202412,동구,괴전동
대구광역시 중구 대봉동,758,대봉태왕아너스,77.98,202412,중구,대봉동
대구광역시 북구 침산동,123-1,침산화성2,112.96,202412,북구,침산동
대구광역시 북구 침산동,1761,침산화성파크드림,97.998,202412,북구,침산동
대구광역시 동구 각산동,400,각산푸르지오2단지,84.929,202412,동구,각산동
대구광역시 서구 중리동,1월 26일,중리롯데캐슬,130.109,202412,서구,중리동
대구광역시 동구 각산동,425,각산푸르지오1단지,84.929,202412,동구,각산동
대구광역시 중구 대봉동,777,대봉서한포레스트,79.762,202412,중구,대봉동
대구광역시 중구 남산동,3012,남산역화성파크드림,59.195,202412,중구,남산동
대구광역시 동구 지묘동,215,팔공보성1차,59.85,202412,동구,지묘동
대구광역시 동구 방촌동,1102-2,강변1,77.22,202412,동구,방촌동
대구광역시 북구 칠성동2가,723,칠성동코오롱하늘채,84.9778,202412,북구,칠성동2가
대구광역시 북구 칠성동2가,302-105,대구역서원프레시빌,49.5131,202412,북구,칠성동2가
대구광역시 동구 효목동,55,진로이스트타운,59.79,202412,동구,효목동
대구광역시 동구 신천동,1503,신천자이,84.8742,202412,동구,신천동
대구광역시 서구 평리동,1408,평리청구타운,60.0,202412,서구,평리동
대구광역시 북구 복현동,260,복현우방타운,134.94,202412,북구,복현동
대구광역시 서구 내당동,308-11,삼익뉴타운,65.675,202412,서구,내당동
대구광역시 남구 대명동,1633,파크맨션,56.88,202412,남구,대명동
대구광역시 동구 신암동,194-1,신암건영캐스빌,49.766,202412,동구,신암동
대구광역시 남구 이천동,361-16,희망교대성유니드,84.9613,202412,남구,이천동
대구광역시 달서구 성당동,834,성당동더샵,84.8886,202412,달서구,성당동
대구광역시 달서구 감삼동,521,우방드림시티,84.9869,202412,달서구,감삼동
대구광역시 달서구 감삼동,582-5,죽전역화성파크드림,84.9731,202412,달서구,감삼동
대구광역시 수성구 범어동,2252,범어라온프라이빗2차,84.9728,202412,수성구,범어동
대구광역시 달서구 상인동,133,상인자이,84.725,202412,달서구,상인동
대구광역시 북구 매천동,750,한신더휴웨스턴팰리스,69.9802,202412,북구,매천동
대구광역시 수성구 중동,641,수성효성해링턴플레이스,84.9971,202412,수성구,중동
대구광역시 달서구 본리동,1222,더샵달서센트럴,59.87,202412,달서구,본리동
대구광역시 달서구 도원동,1429,한실들마을,59.76,202412,달서구,도원동
대구광역시 달서구 용산동,911,용산파크타운,59.92,202412,달서구,용산동
대구광역시 달서구 대곡동,66,월배동화타운,59.97,202412,달서구,대곡동
대구광역시 달성군 화원읍 명곡리,130,명곡미래빌3,59.39,202412,달성군,화원읍
대구광역시 달서구 송현동,906,송현우방하이츠,84.93,202412,달서구,송현동
대구광역시 달성군 현풍읍 중리,485,대구테크노폴리스일동미라주더파크,84.9374,202412,달성군,현풍읍
대구광역시 달서구 유천동,612,대구월배2차아이파크,84.5402,202412,달서구,유천동
대구광역시 달서구 유천동,605,현대아이파크,84.9701,202412,달서구,유천동
대구광역시 달성군 다사읍 서재리,1131,에코폴리스동화아이위시3차,81.053,202412,달성군,다사읍
대구광역시 달성군 구지면 응암리,1252,대구국가산단ZOOM파크,60.9157,202412,달성군,구지면
대구광역시 달서구 월성동,1835,월배e-편한세상,59.9694,202412,달서구,월성동
대구광역시 달성군 다사읍 세천리,1566-3,세천삼정그린코아더베스트아파트1단지,59.8042,202412,달성군,다사읍
대구광역시 달성군 유가읍 봉리,622,힐데스하임아파트,84.9809,202412,달성군,유가읍
대구광역시 달성군 다사읍 세천리,1566-2,세천삼정그린코아더베스트아파트2단지,75.5392,202412,달성군,다사읍
대구광역시 북구 고성동3가,145,오페라트루엘시민의숲아파트,84.7222,202412,북구,고성동3가
대구광역시 중구 봉산동,110,봉산뜨란채,84.6,202412,중구,봉산동
대구광역시 북구 동변동,679,주공그린빌8,59.83,202412,북구,동변동
대구광역시 동구 각산동,1054,대구혁신엘에이치4단지,59.75,202412,동구,각산동
대구광역시 동구 율하동,1408,대구율하2세계육상선수촌2단지,74.94,202412,동구,율하동
대구광역시 서구 중리동,115-5,다산아파트,59.88,202412,서구,중리동
대구광역시 서구 중리동,121-1,꽃동네,51.285,202412,서구,중리동
대구광역시 북구 노원동3가,1227,대구노원한신더휴,59.61,202412,북구,노원동3가
대구광역시 북구 복현동,368-1,광명,46.625,202412,북구,복현동
대구광역시 동구 입석동,932-5,동촌화성타운,59.92,202412,동구,입석동
대구광역시 중구 태평로2가,41,힐스테이트대구역,84.9929,202412,중구,태평로2가
